"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"6";"DEPUTADO FEDERAL";"COLIGACAO";"45";"PSDB";"PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA";"190000050094";"O RIO TEM JEITO";"SOLIDARIEDADE / PSDB / PPS"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"10";"2º SUPLENTE";"COLIGACAO";"54";"PPL";"PARTIDO PÁTRIA LIVRE";"190000050290";"A FORÇA QUE VEM DO POVO";"PODE / PR / REDE / PPL"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"3";"GOVERNADOR";"COLIGACAO";"44";"PRP";"PARTIDO REPUBLICANO PROGRESSISTA";"190000050571";"Para o Povo Voltar a Ser Feliz";"PRP / PRB / PTC / PATRI"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"6";"DEPUTADO FEDERAL";"COLIGACAO";"25";"DEM";"DEMOCRATAS";"190000050195";"O RIO QUER PAZ";"DEM / MDB / PP / PTB"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"7";"DEPUTADO ESTADUAL";"COLIGACAO";"27";"DC";"DEMOCRACIA CRISTÃ";"190000050675";"Rio Sustentável";"PV / DC"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"4";"VICE-GOVERNADOR";"COLIGACAO";"14";"PTB";"PARTIDO TRABALHISTA BRASILEIRO";"190000050262";"FORÇA DO RIO";"DEM / PP / MDB / PTB / SOLIDARIEDADE / PSDB / PPS / PV / DC / PHS / AVANTE / PMN"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"3";"GOVERNADOR";"PARTIDO ISOLADO";"55";"PSD";"PARTIDO SOCIAL DEMOCRÁTICO";"190000050208";"#NULO#";"PSD"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"9";"1º SUPLENTE";"COLIGACAO";"15";"MDB";"MOVIMENTO DEMOCRÁTICO BRASILEIRO";"190000050262";"FORÇA DO RIO";"DEM / PP / MDB / PTB / SOLIDARIEDADE / PSDB / PPS / PV / DC / PHS / AVANTE / PMN"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"16";"PSTU";"PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO";"190000050207";"#NULO#";"PSTU"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"5";"SENADOR";"COLIGACAO";"27";"DC";"DEMOCRACIA CRISTÃ";"190000050262";"FORÇA DO RIO";"DEM / PP / MDB / PTB / SOLIDARIEDADE / PSDB / PPS / PV / DC / PHS / AVANTE / PMN"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"10";"2º SUPLENTE";"COLIGACAO";"19";"PODE";"PODEMOS";"190000050290";"A FORÇA QUE VEM DO POVO";"PODE / PR / REDE / PPL"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"51";"PATRI";"PATRIOTA";"190000050610";"#NULO#";"PATRI"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"29";"PCO";"PARTIDO DA CAUSA OPERÁRIA";"190000050419";"#NULO#";"PCO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"4";"VICE-GOVERNADOR";"COLIGACAO";"50";"PSOL";"PARTIDO SOCIALISMO E LIBERDADE";"190000050058";"MUDAR É POSSÍVEL";"PSOL / PCB"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"10";"2º SUPLENTE";"COLIGACAO";"10";"PRB";"PARTIDO REPUBLICANO BRASILEIRO";"190000050571";"Para o Povo Voltar a Ser Feliz";"PRP / PRB / PTC / PATRI"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"55";"PSD";"PARTIDO SOCIAL DEMOCRÁTICO";"190000050038";"#NULO#";"PSD"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"3";"GOVERNADOR";"PARTIDO ISOLADO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"190000050716";"#NULO#";"PRTB"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"44";"PRP";"PARTIDO REPUBLICANO PROGRESSISTA";"190000050661";"#NULO#";"PRP"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"RJ";"RJ";"RIO DE JANEIRO";"9";"1º SUPLENTE";"COLIGACAO";"23";"PPS";"PARTIDO POPULAR SOCIALISTA";"190000050262";"FORÇA DO RIO";"DEM / PP / MDB / PTB / SOLIDARIEDADE / PSDB / PPS / PV / DC / PHS / AVANTE / PMN"
