"DT_GERACAO";"HH_GERACAO";"ANO_ELEICAO";"CD_TIPO_ELEICAO";"NM_TIPO_ELEICAO";"NR_TURNO";"CD_ELEICAO";"DS_ELEICAO";"DT_ELEICAO";"SG_UF";"SG_UE";"NM_UE";"CD_CARGO";"DS_CARGO";"TP_AGREMIACAO";"NR_PARTIDO";"SG_PARTIDO";"NM_PARTIDO";"SQ_COLIGACAO";"NM_COLIGACAO";"DS_COMPOSICAO_COLIGACAO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"5";"SENADOR";"COLIGACAO";"11";"PP";"PARTIDO PROGRESSISTA";"90000050238";"NOVAS IDEIAS NOVO GOIÁS ";"MDB / PRB / PHS / PP"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"7";"DEPUTADO ESTADUAL";"COLIGACAO";"15";"MDB";"MOVIMENTO DEMOCRÁTICO BRASILEIRO";"90000050283";"NOVAS IDEIAS NOVO GOIAS 2";"MDB / PRB"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"6";"DEPUTADO FEDERAL";"COLIGACAO";"70";"AVANTE";"AVANTE";"90000050605";"GOIÁS AVANÇA MAIS II";"PV / REDE / AVANTE / PATRI"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"4";"VICE-GOVERNADOR";"COLIGACAO";"55";"PSD";"PARTIDO SOCIAL DEMOCRÁTICO";"90000050246";"GOIÁS AVANÇA MAIS";"PSDB / PTB / PSB / PR / PSD / PPS / SOLIDARIEDADE / PV / AVANTE / REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"77";"SOLIDARIEDADE";"SOLIDARIEDADE";"90000050075";"#NULO#";"SOLIDARIEDADE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"9";"1º SUPLENTE";"COLIGACAO";"13";"PT";"PARTIDO DOS TRABALHADORES";"90000050496";"MUDANÇA DE VERDADE";"PT / PC do B"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"10";"2º SUPLENTE";"COLIGACAO";"70";"AVANTE";"AVANTE";"90000050246";"GOIÁS AVANÇA MAIS";"PSDB / PTB / PSB / PR / PSD / PPS / SOLIDARIEDADE / PV / AVANTE / REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"30";"NOVO";"PARTIDO NOVO";"90000050073";"#NULO#";"NOVO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"3";"GOVERNADOR";"PARTIDO ISOLADO";"29";"PCO";"PARTIDO DA CAUSA OPERÁRIA";"90000050485";"#NULO#";"PCO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"3";"GOVERNADOR";"COLIGACAO";"13";"PT";"PARTIDO DOS TRABALHADORES";"90000050496";"MUDANÇA DE VERDADE";"PT / PC do B"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"4";"VICE-GOVERNADOR";"COLIGACAO";"65";"PC do B";"PARTIDO COMUNISTA DO BRASIL";"90000050496";"MUDANÇA DE VERDADE";"PT / PC do B"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"10";"2º SUPLENTE";"COLIGACAO";"43";"PV";"PARTIDO VERDE";"90000050246";"GOIÁS AVANÇA MAIS";"PSDB / PTB / PSB / PR / PSD / PPS / SOLIDARIEDADE / PV / AVANTE / REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"5";"SENADOR";"COLIGACAO";"23";"PPS";"PARTIDO POPULAR SOCIALISTA";"90000050246";"GOIÁS AVANÇA MAIS";"PSDB / PTB / PSB / PR / PSD / PPS / SOLIDARIEDADE / PV / AVANTE / REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"3";"GOVERNADOR";"COLIGACAO";"12";"PDT";"PARTIDO DEMOCRÁTICO TRABALHISTA";"90000050358";"A MUDANÇA É AGORA";"DEM / PRP / PROS / PMN / PMB / PSC / DC / PSL / PODE / PTC / PRTB / PDT"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"3";"GOVERNADOR";"COLIGACAO";"17";"PSL";"PARTIDO SOCIAL LIBERAL";"90000050358";"A MUDANÇA É AGORA";"DEM / PRP / PROS / PMN / PMB / PSC / DC / PSL / PODE / PTC / PRTB / PDT"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"10";"2º SUPLENTE";"COLIGACAO";"12";"PDT";"PARTIDO DEMOCRÁTICO TRABALHISTA";"90000050358";"A MUDANÇA É AGORA";"DEM / PRP / PROS / PMN / PMB / PSC / DC / PSL / PODE / PTC / PRTB / PDT"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"9";"1º SUPLENTE";"PARTIDO ISOLADO";"29";"PCO";"PARTIDO DA CAUSA OPERÁRIA";"90000050485";"#NULO#";"PCO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"10";"2º SUPLENTE";"COLIGACAO";"40";"PSB";"PARTIDO SOCIALISTA BRASILEIRO";"90000050246";"GOIÁS AVANÇA MAIS";"PSDB / PTB / PSB / PR / PSD / PPS / SOLIDARIEDADE / PV / AVANTE / REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"10";"2º SUPLENTE";"COLIGACAO";"27";"DC";"DEMOCRACIA CRISTÃ";"90000050358";"A MUDANÇA É AGORA";"DEM / PRP / PROS / PMN / PMB / PSC / DC / PSL / PODE / PTC / PRTB / PDT"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"5";"SENADOR";"COLIGACAO";"22";"PR";"PARTIDO DA REPÚBLICA";"90000050246";"GOIÁS AVANÇA MAIS";"PSDB / PTB / PSB / PR / PSD / PPS / SOLIDARIEDADE / PV / AVANTE / REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"3";"GOVERNADOR";"COLIGACAO";"15";"MDB";"MOVIMENTO DEMOCRÁTICO BRASILEIRO";"90000050238";"NOVAS IDEIAS NOVO GOIÁS ";"MDB / PRB / PHS / PP"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"5";"SENADOR";"PARTIDO ISOLADO";"29";"PCO";"PARTIDO DA CAUSA OPERÁRIA";"90000050485";"#NULO#";"PCO"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"9";"1º SUPLENTE";"COLIGACAO";"28";"PRTB";"PARTIDO RENOVADOR TRABALHISTA BRASILEIRO";"90000050358";"A MUDANÇA É AGORA";"DEM / PRP / PROS / PMN / PMB / PSC / DC / PSL / PODE / PTC / PRTB / PDT"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"7";"DEPUTADO ESTADUAL";"PARTIDO ISOLADO";"18";"REDE";"REDE SUSTENTABILIDADE";"90000050560";"#NULO#";"REDE"
"08/10/2018";"13:03:16";"2018";"2";"ELEIÇÃO ORDINÁRIA";"1";"297";"Eleições Gerais Estaduais 2018";"07/10/2018";"GO";"GO";"GOIÁS";"6";"DEPUTADO FEDERAL";"PARTIDO ISOLADO";"21";"PCB";"PARTIDO COMUNISTA BRASILEIRO";"90000050544";"#NULO#";"PCB"
